run_id,config_id,repeat,phase,measured_steps,ref_param,actor_optimizer,cpu_optimizer,activation,actor_param,phase_duration_s_mean,phase_duration_s_median,phase_duration_s_stdev,start_gpu_allocated_gb_mean,start_gpu_allocated_gb_median,start_gpu_allocated_gb_stdev,end_gpu_allocated_gb_mean,end_gpu_allocated_gb_median,end_gpu_allocated_gb_stdev,allocator_peak_allocated_gb_mean,allocator_peak_allocated_gb_median,allocator_peak_allocated_gb_stdev,start_gpu_reserved_gb_mean,start_gpu_reserved_gb_median,start_gpu_reserved_gb_stdev,end_gpu_reserved_gb_mean,end_gpu_reserved_gb_median,end_gpu_reserved_gb_stdev,allocator_peak_reserved_gb_mean,allocator_peak_reserved_gb_median,allocator_peak_reserved_gb_stdev,start_gpu_device_used_gb_mean,start_gpu_device_used_gb_median,start_gpu_device_used_gb_stdev,end_gpu_device_used_gb_mean,end_gpu_device_used_gb_median,end_gpu_device_used_gb_stdev,peak_gpu_device_used_gb_mean,peak_gpu_device_used_gb_median,peak_gpu_device_used_gb_stdev,start_cpu_rss_gb_mean,start_cpu_rss_gb_median,start_cpu_rss_gb_stdev,end_cpu_rss_gb_mean,end_cpu_rss_gb_median,end_cpu_rss_gb_stdev,peak_cpu_rss_gb_mean,peak_cpu_rss_gb_median,peak_cpu_rss_gb_stdev,end_minus_start_gpu_allocated_gb_mean,end_minus_start_gpu_allocated_gb_median,end_minus_start_gpu_allocated_gb_stdev,end_minus_start_gpu_reserved_gb_mean,end_minus_start_gpu_reserved_gb_median,end_minus_start_gpu_reserved_gb_stdev,end_minus_start_gpu_device_used_gb_mean,end_minus_start_gpu_device_used_gb_median,end_minus_start_gpu_device_used_gb_stdev,end_minus_start_cpu_rss_gb_mean,end_minus_start_cpu_rss_gb_median,end_minus_start_cpu_rss_gb_stdev,allocated_released_from_peak_gb_mean,allocated_released_from_peak_gb_median,allocated_released_from_peak_gb_stdev,reserved_released_from_peak_gb_mean,reserved_released_from_peak_gb_median,reserved_released_from_peak_gb_stdev
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,actor_log_prob,30,True,False,False,False,True,1.1027530036866664,1.0969847589731216,0.02997487850937674,5.768864154815674,5.768864154815674,0.0,0.01784801483154297,0.01784801483154297,0.0,5.952487945556641,5.952487945556641,0.0,5.876953125,5.876953125,0.0,0.068359375,0.068359375,0.0,6.08203125,6.08203125,0.0,6.2100830078125,6.2100830078125,0.0,0.4014892578125,0.4014892578125,0.0,6.2100830078125,6.2100830078125,0.0,34.94029134114583,34.93148231506348,0.02565818108176886,34.94029134114583,34.93148231506348,0.02565818108176886,34.94029134114583,34.93148231506348,0.02565818108176886,-5.751016139984131,-5.751016139984131,0.0,-5.80859375,-5.80859375,0.0,-5.80859375,-5.80859375,0.0,0.0,0.0,0.0,5.934639930725098,5.934639930725098,0.0,6.013671875,6.013671875,0.0
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,actor_update,30,True,False,False,False,True,18.052634454891084,18.052946852520108,0.10984111648319426,0.017822265625,0.017822265625,0.0,0.017822265625,0.017822265625,0.0,8.377046585083008,8.377046585083008,0.0,0.068359375,0.068359375,0.0,0.06640625,0.06640625,0.0,10.11328125,10.11328125,0.0,0.4014892578125,0.4014892578125,0.0,0.3995361328125,0.3995361328125,0.0,10.4464111328125,10.4464111328125,0.0,34.93825263977051,34.931386947631836,0.023842129560304196,34.94204165140788,34.931617736816406,0.026533115938937302,40.1749262491862,40.17001533508301,0.011155051820077476,0.0,0.0,0.0,-0.001953125,-0.001953125,0.0,-0.001953125,-0.001953125,0.0,0.0037890116373697916,8.0108642578125e-05,0.033471675942826754,8.359224319458008,8.359224319458008,0.0,10.046875,10.046875,0.0
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,reference_log_prob,30,True,False,False,False,True,1.627800021196405,1.616454791277647,0.03996155479487278,0.017822265625,0.017822265625,0.0,0.01784801483154297,0.01784801483154297,0.0,5.915378093719482,5.915378093719482,0.0,0.068359375,0.068359375,0.0,0.068359375,0.068359375,0.0,6.044921875,6.044921875,0.0,0.4014892578125,0.4014892578125,0.0,0.4014892578125,0.4014892578125,0.0,6.3780517578125,6.3780517578125,0.0,34.93824450174967,34.931325912475586,0.023844592677276906,34.93824450174967,34.931325912475586,0.023844592677276906,34.93824450174967,34.931325912475586,0.023844592677276906,2.574920654296875e-05,2.574920654296875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8975300788879395,5.8975300788879395,0.0,5.9765625,5.9765625,0.0
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,rollout,30,True,False,False,False,True,5.010903211558858,5.001301812008023,0.028896628770135678,0.017827987670898438,0.017827987670898438,0.0,5.768869876861572,5.768869876861572,0.0,5.814423084259033,5.814423084259033,0.0,0.068359375,0.068359375,0.0,5.876953125,5.876953125,0.0,5.94140625,5.94140625,0.0,0.4014892578125,0.4014892578125,0.0,6.2100830078125,6.2100830078125,0.0,6.2335205078125,6.2335205078125,0.0,34.94027506510417,34.93148231506348,0.025657919739912022,34.94027506510417,34.93148231506348,0.025657919739912022,34.94027506510417,34.93148231506348,0.025657919739912022,5.751041889190674,5.751041889190674,0.0,5.80859375,5.80859375,0.0,5.80859375,5.80859375,0.0,0.0,0.0,0.0,0.04555320739746094,0.04555320739746094,0.0,0.064453125,0.064453125,0.0
FP32-FINAL-CPU-BEST-r2,FP32-FINAL-CPU-BEST,2,actor_log_prob,30,True,False,False,False,True,1.1005783760299286,1.097366839647293,0.023522107322622204,5.768864154815674,5.768864154815674,0.0,0.01784801483154297,0.01784801483154297,0.0,5.952487945556641,5.952487945556641,0.0,5.876953125,5.876953125,0.0,0.068359375,0.068359375,0.0,6.08203125,6.08203125,0.0,6.2100830078125,6.2100830078125,0.0,0.4014892578125,0.4014892578125,0.0,6.2100830078125,6.2100830078125,0.0,35.27590166727702,35.314802169799805,0.11235523584660945,35.27590166727702,35.314802169799805,0.11235523584660945,35.27590166727702,35.314802169799805,0.11235523584660945,-5.751016139984131,-5.751016139984131,0.0,-5.80859375,-5.80859375,0.0,-5.80859375,-5.80859375,0.0,0.0,0.0,0.0,5.934639930725098,5.934639930725098,0.0,6.013671875,6.013671875,0.0
FP32-FINAL-CPU-BEST-r2,FP32-FINAL-CPU-BEST,2,actor_update,30,True,False,False,False,True,17.953970661511025,17.929451134055853,0.13297302721044535,0.017822265625,0.017822265625,0.0,0.017822265625,0.017822265625,0.0,8.377046585083008,8.377046585083008,0.0,0.068359375,0.068359375,0.0,0.06640625,0.06640625,0.0,10.11328125,10.11328125,0.0,0.4014892578125,0.4014892578125,0.0,0.3995361328125,0.3995361328125,0.0,10.4464111328125,10.4464111328125,0.0,35.27593421936035,35.31488037109375,0.11236646216158516,35.290259806315106,35.314836502075195,0.09425339093823605,40.20940030415853,40.21042442321777,0.01180816684285348,0.0,0.0,0.0,-0.001953125,-0.001953125,0.0,-0.001953125,-0.001953125,0.0,0.014325586954752605,0.0001068115234375,0.045248199823930677,8.359224319458008,8.359224319458008,0.0,10.046875,10.046875,0.0
FP32-FINAL-CPU-BEST-r2,FP32-FINAL-CPU-BEST,2,reference_log_prob,30,True,False,False,False,True,1.6271214148650566,1.6142555195838213,0.04702530299410226,0.017822265625,0.017822265625,0.0,0.01784801483154297,0.01784801483154297,0.0,5.915378093719482,5.915378093719482,0.0,0.068359375,0.068359375,0.0,0.068359375,0.068359375,0.0,6.044921875,6.044921875,0.0,0.4014892578125,0.4014892578125,0.0,0.4014892578125,0.4014892578125,0.0,6.3780517578125,6.3780517578125,0.0,35.27591794331868,35.31483268737793,0.11236669287033509,35.27591794331868,35.31483268737793,0.11236669287033509,35.27591794331868,35.31483268737793,0.11236669287033509,2.574920654296875e-05,2.574920654296875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8975300788879395,5.8975300788879395,0.0,5.9765625,5.9765625,0.0
FP32-FINAL-CPU-BEST-r2,FP32-FINAL-CPU-BEST,2,rollout,30,True,False,False,False,True,4.826639349137744,4.821970919147134,0.0257203858412726,0.017827987670898438,0.017827987670898438,0.0,5.768869876861572,5.768869876861572,0.0,5.814423084259033,5.814423084259033,0.0,0.068359375,0.068359375,0.0,5.876953125,5.876953125,0.0,5.94140625,5.94140625,0.0,0.4014892578125,0.4014892578125,0.0,6.2100830078125,6.2100830078125,0.0,6.2335205078125,6.2335205078125,0.0,35.27794443766276,35.314836502075195,0.1136231725753142,35.27794443766276,35.314836502075195,0.1136231725753142,35.27794443766276,35.314836502075195,0.1136231725753142,5.751041889190674,5.751041889190674,0.0,5.80859375,5.80859375,0.0,5.80859375,5.80859375,0.0,0.0,0.0,0.0,0.04555320739746094,0.04555320739746094,0.0,0.064453125,0.064453125,0.0
FP32-FINAL-CPU-BEST-r3,FP32-FINAL-CPU-BEST,3,actor_log_prob,30,True,False,False,False,True,1.1189510037501653,1.1003100834786892,0.05044455876058258,5.768864154815674,5.768864154815674,0.0,0.01784801483154297,0.01784801483154297,0.0,5.952487945556641,5.952487945556641,0.0,5.876953125,5.876953125,0.0,0.068359375,0.068359375,0.0,6.08203125,6.08203125,0.0,6.2100830078125,6.2100830078125,0.0,0.4014892578125,0.4014892578125,0.0,6.2100830078125,6.2100830078125,0.0,35.1414545694987,35.163368225097656,0.07290524862930073,35.141458638509114,35.163368225097656,0.07290652826298064,35.141458638509114,35.163368225097656,0.07290652826298064,-5.751016139984131,-5.751016139984131,0.0,-5.80859375,-5.80859375,0.0,-5.80859375,-5.80859375,0.0,4.069010416666667e-06,0.0,2.228688791931828e-05,5.934639930725098,5.934639930725098,0.0,6.013671875,6.013671875,0.0
FP32-FINAL-CPU-BEST-r3,FP32-FINAL-CPU-BEST,3,actor_update,30,True,False,False,False,True,17.985205606992047,17.97190566919744,0.10579131610451241,0.017822265625,0.017822265625,0.0,0.017822265625,0.017822265625,0.0,8.377046585083008,8.377046585083008,0.0,0.068359375,0.068359375,0.0,0.06640625,0.06640625,0.0,10.11328125,10.11328125,0.0,0.4014892578125,0.4014892578125,0.0,0.3995361328125,0.3995361328125,0.0,10.4464111328125,10.4464111328125,0.0,35.141483052571616,35.163368225097656,0.07289572634806617,35.15200169881185,35.16340637207031,0.06039970078376697,40.122788747151695,40.11953353881836,0.01313061017220355,0.0,0.0,0.0,-0.001953125,-0.001953125,0.0,-0.001953125,-0.001953125,0.0,0.010518646240234375,0.0002002716064453125,0.03539101944375498,8.359224319458008,8.359224319458008,0.0,10.046875,10.046875,0.0
